territory,year,population_total,population_density,population_pp_pc
Penalva do Castelo,2018,7373,54.6,
Penalva do Castelo,2019,7327,54.5,60.4
Penalva do Castelo,2020,7342,54.8,
Penalva do Castelo,2021,7349,54.6,65.8
Penalva do Castelo,2022,7305,54.2,
Penalva do Castelo,2023,7311,54.7,66.4
Penalva do Castelo,2024,7378,55.2,
Penamacor,2016,5011,8.8,
Penamacor,2017,4931,8.7,60.6
Penamacor,2018,4864,8.6,
Penamacor,2019,4802,8.5,60.0
Penamacor,2020,4781,8.5,
Penamacor,2021,4792,8.5,61.2
Penamacor,2022,4772,8.4,
Penamacor,2023,4773,8.5,63.8
Penamacor,2024,4809,8.6,
Penedono,2016,2824,21.0,
Penedono,2017,2796,20.8,62.1
Penedono,2018,2775,20.7,
Penedono,2019,2768,20.7,63.0
Penedono,2020,2774,20.8,
Penedono,2021,2788,20.9,66.1
Penedono,2022,2793,20.9,
Penedono,2023,2798,21.0,66.3
Penedono,2024,2806,21.0,
Penela,2016,5627,41.5,
Penela,2017,5560,41.0,70.0
Penela,2018,5505,40.7,
Penela,2019,5470,40.5,73.6
Penela,2020,5463,40.6,
Penela,2021,5487,40.8,77.5
Penela,2022,5518,41.1,
Penela,2023,5573,41.6,76.4
Penela,2024,5663,42.4,
Peniche,2016,26850,345.3,
Peniche,2017,26709,343.5,85.9
Peniche,2018,26576,341.8,
Peniche,2019,26513,341.9,85.5
Peniche,2020,26552,342.8,
Peniche,2021,26665,344.8,87.7
Peniche,2022,26944,350.0,
Peniche,2023,27350,355.3,87.0
Peniche,2024,27673,358.4,
Peso da Régua,2016,15576,162.7,
Peso da Régua,2017,15320,160.3,82.5
Peso da Régua,2018,15092,157.9,
Peso da Régua,2019,14875,155.7,82.9
Peso da Régua,2020,14701,154.2,
Peso da Régua,2021,14561,152.8,84.8
Peso da Régua,2022,14461,152.1,
Peso da Régua,2023,14415,151.8,83.0
Peso da Régua,2024,14339,150.5,
Pinhel,2016,8736,17.9,
Pinhel,2017,8614,17.7,62.8
Pinhel,2018,8505,17.4,
Pinhel,2019,8396,17.2,64.0
Pinhel,2020,8255,16.9,
Pinhel,2021,8086,16.5,70.0
Pinhel,2022,7950,16.3,
Pinhel,2023,7873,16.2,70.8
Pinhel,2024,7833,16.1,
Pombal,2016,52490,83.4,
Pombal,2017,51959,82.6,82.2
Pombal,2018,51474,81.9,
Pombal,2019,51204,81.7,82.7
Pombal,2020,51331,82.3,
Pombal,2021,51470,82.2,85.2
Pombal,2022,51397,82.0,
Pombal,2023,51690,83.1,84.2
Pombal,2024,52300,84.0,
Ponta Delgada,2016,68080,291.6,
Ponta Delgada,2017,67855,290.9,107.8
Ponta Delgada,2018,67682,290.1,
Ponta Delgada,2019,67544,289.7,108.0
Ponta Delgada,2020,67509,289.8,
Ponta Delgada,2021,67683,291.2,102.6
Ponta Delgada,2022,68112,293.5,
Ponta Delgada,2023,68569,295.1,102.2
Ponta Delgada,2024,68898,296.3,
Ponta do Sol,2016,8341,179.5,
Ponta do Sol,2017,8295,179.1,55.2
Ponta do Sol,2018,8287,179.2,
Ponta do Sol,2019,8335,181.2,58.0
Ponta do Sol,2020,8388,181.4,
Ponta do Sol,2021,8434,183.2,60.7
Ponta do Sol,2022,8506,184.6,
Ponta do Sol,2023,8624,188.3,62.5
Ponta do Sol,2024,8815,192.8,
Ponte da Barca,2016,11426,62.5,
Ponte da Barca,2017,11335,62.0,64.4
Ponte da Barca,2018,11250,61.6,
Ponte da Barca,2019,11194,61.4,65.5
Ponte da Barca,2020,11150,61.1,
Ponte da Barca,2021,11088,60.7,67.2
Ponte da Barca,2022,11078,61.0,
Ponte da Barca,2023,11142,61.4,67.4
Ponte da Barca,2024,11194,61.6,
Ponte de Lima,2016,41922,130.5,
Ponte de Lima,2017,41657,129.7,71.0
Ponte de Lima,2018,41463,129.3,
Ponte de Lima,2019,41345,128.9,72.2
Ponte de Lima,2020,41318,129.1,
Ponte de Lima,2021,41240,128.5,76.7
Ponte de Lima,2022,41104,128.2,
Ponte de Lima,2023,41098,128.4,78.1
Ponte de Lima,2024,41098,128.2,
Ponte de Sor,2016,15762,18.7,
Ponte de Sor,2017,15589,18.5,84.4
Ponte de Sor,2018,15460,18.3,
Ponte de Sor,2019,15363,18.2,85.8
Ponte de Sor,2020,15327,18.3,
Ponte de Sor,2021,15298,18.2,83.9
Ponte de Sor,2022,15240,18.1,
Ponte de Sor,2023,15212,18.1,85.6
Ponte de Sor,2024,15165,18.0,
Portalegre,2016,23425,52.1,
Portalegre,2017,23172,51.5,104.1
Portalegre,2018,22946,51.1,
Portalegre,2019,22743,50.6,101.8
Portalegre,2020,22522,50.1,
Portalegre,2021,22328,49.8,98.5
Portalegre,2022,22151,49.3,
Portalegre,2023,21983,49.0,99.2
Portalegre,2024,21834,48.7,
Portel,2016,5900,9.7,
Portel,2017,5813,9.6,64.8
Portel,2018,5750,9.5,
Portel,2019,5703,9.5,67.6
Portel,2020,5699,9.5,
Portel,2021,5740,9.6,68.2
Portel,2022,5750,9.5,
Portel,2023,5737,9.5,70.4
Portel,2024,5736,9.5,
Portimão,2016,57080,314.4,
Portimão,2017,57511,317.4,103.5
Portimão,2018,58155,321.5,
Portimão,2019,59046,327.2,105.6
Portimão,2020,59837,330.2,
Portimão,2021,60194,331.1,102.1
Portimão,2022,61227,341.5,
Portimão,2023,62627,346.5,99.9
Portimão,2024,63773,354.1,
Porto,2016,233716,5645.1,
Porto,2017,234125,5659.9,157.8
Porto,2018,234885,5681.7,
Porto,2019,236170,5721.9,154.0
Porto,2020,234938,5622.2,
Porto,2021,234438,5697.8,147.6
Porto,2022,239510,5867.1,
Porto,2023,245893,6006.0,162.2
Porto,2024,250728,6100.6,
Porto Moniz,2016,2537,30.5,
Porto Moniz,2017,2517,30.2,56.9
Porto Moniz,2018,2500,30.1,
Porto Moniz,2019,2508,30.4,59.8
Porto Moniz,2020,2500,29.9,
Porto Moniz,2021,2485,30.1,61.0
Porto Moniz,2022,2497,30.1,
Porto Moniz,2023,2514,30.5,61.8
Porto Moniz,2024,2563,31.3,
Porto Santo,2016,5265,122.8,
Porto Santo,2017,5223,122.0,93.5
Porto Santo,2018,5186,121.0,
Porto Santo,2019,5160,120.8,96.4
Porto Santo,2020,5158,120.9,
Porto Santo,2021,5186,122.0,97.5
Porto Santo,2022,5285,125.6,
Porto Santo,2023,5461,130.3,97.2
Porto Santo,2024,5640,134.0,
Porto de Mós,2016,23397,89.0,
Porto de Mós,2017,23232,88.4,80.2
Porto de Mós,2018,23085,87.9,
Porto de Mós,2019,23018,87.9,81.2
Porto de Mós,2020,23163,89.0,
Porto de Mós,2021,23414,89.8,82.4
Porto de Mós,2022,23594,90.4,
Porto de Mós,2023,23832,91.7,82.4
Porto de Mós,2024,24154,92.8,
Povoação,2016,6018,56.2,
Povoação,2017,5940,55.4,66.3
Povoação,2018,5879,55.0,
Povoação,2019,5848,54.9,66.3
Povoação,2020,5843,55.0,
Povoação,2021,5862,55.2,67.1
Povoação,2022,5879,55.3,
Povoação,2023,5875,55.1,68.7
Povoação,2024,5875,55.3,
Proença-a-Nova,2016,7559,19.0,
Proença-a-Nova,2017,7445,18.7,69.0
Proença-a-Nova,2018,7337,18.4,
Proença-a-Nova,2019,7244,18.2,71.6
Proença-a-Nova,2020,7186,18.1,
Proença-a-Nova,2021,7151,18.0,74.8
Proença-a-Nova,2022,7117,18.0,
Proença-a-Nova,2023,7097,17.9,75.0
Proença-a-Nova,2024,7097,18.0,
Póvoa de Lanhoso,2016,21398,158.6,
Póvoa de Lanhoso,2017,21346,158.4,69.4
Póvoa de Lanhoso,2018,21347,158.6,
Póvoa de Lanhoso,2019,21417,159.5,71.4
Póvoa de Lanhoso,2020,21686,162.6,
Póvoa de Lanhoso,2021,22003,164.2,72.0
Póvoa de Lanhoso,2022,22210,165.7,
Póvoa de Lanhoso,2023,22459,167.9,72.7
Póvoa de Lanhoso,2024,22769,170.3,
Póvoa de Varzim,2016,63192,769.2,
Póvoa de Varzim,2017,63334,771.6,95.5
Póvoa de Varzim,2018,63585,775.3,
Póvoa de Varzim,2019,63992,781.5,96.5
Póvoa de Varzim,2020,64384,784.8,
Póvoa de Varzim,2021,64817,792.0,94.5
Póvoa de Varzim,2022,65685,806.0,
Póvoa de Varzim,2023,66892,821.4,95.0
Póvoa de Varzim,2024,67992,832.7,
Redondo,2016,6615,17.8,
Redondo,2017,6532,17.6,71.9
Redondo,2018,6454,17.4,
Redondo,2019,6399,17.3,73.6
Redondo,2020,6355,17.1,
Redondo,2021,6310,17.0,74.1
Redondo,2022,6281,17.0,
Redondo,2023,6286,17.0,76.2
Redondo,2024,6295,17.0,
Reguengos de Monsaraz,2016,10242,22.0,
Reguengos de Monsaraz,2017,10126,21.7,89.4
Reguengos de Monsaraz,2018,10033,21.6,
Reguengos de Monsaraz,2019,9974,21.4,89.5
Reguengos de Monsaraz,2020,9932,21.4,
Reguengos de Monsaraz,2021,9894,21.3,90.9
Reguengos de Monsaraz,2022,9853,21.2,
Reguengos de Monsaraz,2023,9855,21.3,90.9
Reguengos de Monsaraz,2024,9858,21.2,
Resende,2016,10554,85.2,
Resende,2017,10454,84.3,59.5
Resende,2018,10335,83.3,
Resende,2019,10217,82.4,61.7
Resende,2020,10130,81.9,
Resende,2021,10035,80.8,65.7
Resende,2022,9915,79.9,
Resende,2023,9811,79.1,67.1
Resende,2024,9695,78.1,
Ribeira Brava,2016,12625,192.1,
Ribeira Brava,2017,12570,191.9,68.4
Ribeira Brava,2018,12585,192.6,
Ribeira Brava,2019,12679,194.8,69.0
Ribeira Brava,2020,12749,194.7,
Ribeira Brava,2021,12788,196.0,68.2
Ribeira Brava,2022,12846,196.5,
Ribeira Brava,2023,12972,199.8,70.5
Ribeira Brava,2024,13201,203.5,
Ribeira Grande,2016,31706,175.6,
Ribeira Grande,2017,31591,175.1,71.1
Ribeira Grande,2018,31494,174.5,
Ribeira Grande,2019,31423,174.3,72.4
Ribeira Grande,2020,31479,175.1,
Ribeira Grande,2021,31656,176.3,73.0
Ribeira Grande,2022,31900,177.9,
Ribeira Grande,2023,32161,179.2,76.0
Ribeira Grande,2024,32339,179.8,
Ribeira de Pena,2016,6109,27.9,
Ribeira de Pena,2017,6058,27.8,63.3
Ribeira de Pena,2018,6008,27.5,
Ribeira de Pena,2019,5967,27.4,63.9
Ribeira de Pena,2020,5923,27.1,
Ribeira de Pena,2021,5875,26.9,65.8
Ribeira de Pena,2022,5848,26.8,
Ribeira de Pena,2023,5849,27.0,66.1
Ribeira de Pena,2024,5851,26.9,
Rio Maior,2016,20834,76.3,
Rio Maior,2017,20780,76.1,90.2
Rio Maior,2018,20784,76.3,
Rio Maior,2019,20901,76.9,91.1
Rio Maior,2020,21080,77.6,
Rio Maior,2021,21366,79.0,89.8
Rio Maior,2022,21756,80.5,
Rio Maior,2023,22134,81.8,88.2
Rio Maior,2024,22497,83.1,
Sabrosa,2016,5768,36.5,
Sabrosa,2017,5692,36.1,61.9
Sabrosa,2018,5625,35.6,
Sabrosa,2019,5564,35.3,62.6
Sabrosa,2020,5552,35.5,
Sabrosa,2021,5566,35.5,67.4
Sabrosa,2022,5584,35.7,
Sabrosa,2023,5616,35.9,67.3
Sabrosa,2024,5631,35.9,
Sabugal,2016,11786,14.2,
Sabugal,2017,11618,14.0,63.4
Sabugal,2018,11451,13.8,
Sabugal,2019,11345,13.8,64.4
Sabugal,2020,11356,13.8,
Sabugal,2021,11372,13.8,64.1
Sabugal,2022,11282,13.6,
Sabugal,2023,11240,13.7,65.3
Sabugal,2024,11280,13.7,
Salvaterra de Magos,2016,21577,88.0,
Salvaterra de Magos,2017,21408,87.5,77.5
Salvaterra de Magos,2018,21286,87.0,
Salvaterra de Magos,2019,21238,87.1,78.6
Salvaterra de Magos,2020,21496,89.2,
Salvaterra de Magos,2021,22023,91.4,81.2
Salvaterra de Magos,2022,22580,93.7,
Salvaterra de Magos,2023,23100,95.7,80.2
Salvaterra de Magos,2024,23582,97.7,
Santa Comba Dão,2016,10949,97.2,
Santa Comba Dão,2017,10833,96.4,71.5
Santa Comba Dão,2018,10738,95.5,
Santa Comba Dão,2019,10675,95.2,73.9
Santa Comba Dão,2020,10700,95.9,
Santa Comba Dão,2021,10763,96.4,75.0
Santa Comba Dão,2022,10797,96.5,
Santa Comba Dão,2023,10865,97.6,74.5
Santa Comba Dão,2024,10974,98.5,
Santa Cruz,2016,41690,511.6,
Santa Cruz,2017,41602,511.7,71.5
Santa Cruz,2018,41625,512.2,
Santa Cruz,2019,41753,514.8,71.4
Santa Cruz,2020,42115,521.1,
Santa Cruz,2021,42666,528.4,76.1
Santa Cruz,2022,43250,535.4,
Santa Cruz,2023,43857,543.3,76.9
Santa Cruz,2024,44497,551.2,
Santa Cruz da Graciosa,2016,4182,68.6,
Santa Cruz da Graciosa,2017,4156,68.4,73.1
Santa Cruz da Graciosa,2018,4135,67.9,
Santa Cruz da Graciosa,2019,4115,67.7,75.6
Santa Cruz da Graciosa,2020,4102,67.5,
Santa Cruz da Graciosa,2021,4102,67.7,78.4
Santa Cruz da Graciosa,2022,4111,67.8,
Santa Cruz da Graciosa,2023,4106,67.6,77.3
Santa Cruz da Graciosa,2024,4085,67.1,
Santa Cruz das Flores,2016,2139,29.9,
Santa Cruz das Flores,2017,2104,29.4,88.4
Santa Cruz das Flores,2018,2067,28.9,
Santa Cruz das Flores,2019,2036,28.5,86.2
Santa Cruz das Flores,2020,2026,28.6,
Santa Cruz das Flores,2021,2052,29.3,84.0
Santa Cruz das Flores,2022,2072,29.2,
Santa Cruz das Flores,2023,2084,29.6,81.9
Santa Cruz das Flores,2024,2106,29.8,
Santa Maria da Feira,2016,136541,631.9,
Santa Maria da Feira,2017,136385,631.6,84.8
Santa Maria da Feira,2018,136376,631.8,
Santa Maria da Feira,2019,136544,633.2,85.8
Santa Maria da Feira,2020,136960,635.6,
Santa Maria da Feira,2021,137296,636.3,88.4
Santa Maria da Feira,2022,137961,641.8,
Santa Maria da Feira,2023,139195,647.8,89.1
Santa Maria da Feira,2024,140203,651.1,
Santa Marta de Penaguião,2016,6571,94.0,
Santa Marta de Penaguião,2017,6459,92.5,58.7
Santa Marta de Penaguião,2018,6350,90.8,
Santa Marta de Penaguião,2019,6230,89.0,58.6
Santa Marta de Penaguião,2020,6139,88.2,
Santa Marta de Penaguião,2021,6075,87.2,64.4
Santa Marta de Penaguião,2022,6016,86.5,
Santa Marta de Penaguião,2023,5988,86.4,65.0
Santa Marta de Penaguião,2024,5966,85.9,
Santana,2016,6911,71.7,
Santana,2017,6800,70.8,58.3
Santana,2018,6722,70.0,
Santana,2019,6677,69.8,59.6
Santana,2020,6624,68.9,
Santana,2021,6554,68.4,64.6
Santana,2022,6492,67.6,
Santana,2023,6473,68.0,65.9
Santana,2024,6502,68.3,
Santarém,2016,59456,107.2,
Santarém,2017,58995,106.4,101.4
Santarém,2018,58642,105.9,
Santarém,2019,58537,106.0,100.4
Santarém,2020,58788,106.8,
Santarém,2021,59388,108.2,99.5
Santarém,2022,60050,109.2,
Santarém,2023,60672,110.4,99.1
Santarém,2024,61337,111.6,
Santiago do Cacém,2016,28358,26.7,
Santiago do Cacém,2017,28139,26.5,92.3
Santiago do Cacém,2018,27952,26.3,
Santiago do Cacém,2019,27846,26.3,95.0
Santiago do Cacém,2020,27880,26.4,
Santiago do Cacém,2021,27987,26.5,95.8
Santiago do Cacém,2022,28083,26.5,
Santiago do Cacém,2023,28186,26.7,98.5
Santiago do Cacém,2024,28270,26.7,
Santo Tirso,2016,69094,504.5,
Santo Tirso,2017,68703,501.7,85.8
Santo Tirso,2018,68374,499.7,
Santo Tirso,2019,68161,498.6,85.5
Santo Tirso,2020,68037,497.9,
Santo Tirso,2021,67825,495.5,84.8
Santo Tirso,2022,67684,495.8,
Santo Tirso,2023,67766,496.7,86.8
Santo Tirso,2024,67770,495.8,
Sardoal,2016,3707,39.9,
Sardoal,2017,3657,39.4,68.6
Sardoal,2018,3604,38.8,
Sardoal,2019,3561,38.5,67.8
Sardoal,2020,3537,38.2,
Sardoal,2021,3538,38.5,74.3
Sardoal,2022,3562,38.8,
Sardoal,2023,3598,39.3,76.3
Sardoal,2024,3632,39.5,
Seia,2016,23121,52.6,
Seia,2017,22763,51.9,76.2
Seia,2018,22428,51.1,
Seia,2019,22123,50.5,76.6
Seia,2020,21938,50.2,
Seia,2021,21798,49.8,78.9
Seia,2022,21575,49.2,
Seia,2023,21441,49.2,78.8
Seia,2024,21426,49.1,
Seixal,2016,160871,1687.9,
Seixal,2017,161524,1696.5,89.7
Seixal,2018,162361,1705.5,
Seixal,2019,163544,1721.3,91.2
Seixal,2020,165794,1752.6,
Seixal,2021,167695,1761.2,96.0
Seixal,2022,169153,1783.2,
Seixal,2023,171683,1814.2,96.0
Seixal,2024,175023,1853.1,
Sernancelhe,2016,5528,24.1,
Sernancelhe,2017,5506,24.0,58.8
Sernancelhe,2018,5511,24.2,
Sernancelhe,2019,5571,24.6,60.1
Sernancelhe,2020,5637,24.7,
Sernancelhe,2021,5678,24.9,64.3
Sernancelhe,2022,5719,25.1,
Sernancelhe,2023,5766,25.3,64.7
Sernancelhe,2024,5806,25.4,
Serpa,2016,14428,13.0,
Serpa,2017,14227,12.8,72.8
Serpa,2018,14016,12.6,
Serpa,2019,13859,12.5,74.6
Serpa,2020,13829,12.5,
Serpa,2021,13806,12.5,74.4
Serpa,2022,13756,12.4,
Serpa,2023,13738,12.4,76.0
Serpa,2024,13702,12.4,
Sertã,2016,14930,33.3,
Sertã,2017,14847,33.2,72.6
Sertã,2018,14792,33.0,
Sertã,2019,14738,32.9,75.7
Sertã,2020,14779,33.2,
Sertã,2021,14856,33.3,76.3
Sertã,2022,14869,33.3,
Sertã,2023,14883,33.4,75.9
Sertã,2024,14942,33.5,
Sesimbra,2016,50603,258.9,
Sesimbra,2017,50824,260.4,90.0
Sesimbra,2018,51102,261.8,
Sesimbra,2019,51434,263.8,91.1
Sesimbra,2020,52163,269.2,
Sesimbra,2021,53043,272.8,94.1
Sesimbra,2022,54004,279.0,
Sesimbra,2023,55058,283.6,91.8
Sesimbra,2024,56040,289.1,
Setúbal,2016,121923,529.6,
Setúbal,2017,122109,530.7,107.5
Setúbal,2018,122439,532.5,
Setúbal,2019,123121,536.6,108.0
Setúbal,2020,123941,539.6,
Setúbal,2021,123706,534.6,104.8
Setúbal,2022,123195,535.2,
Setúbal,2023,123405,536.4,104.7
Setúbal,2024,123944,539.8,
Sever do Vouga,2016,11539,88.2,
Sever do Vouga,2017,11393,87.2,74.0
Sever do Vouga,2018,11274,86.4,
Sever do Vouga,2019,11194,86.0,75.7
Sever do Vouga,2020,11129,85.4,
Sever do Vouga,2021,11051,84.8,80.4
Sever do Vouga,2022,10964,84.0,
Sever do Vouga,2023,10930,84.3,81.1
Sever do Vouga,2024,10984,84.9,
Silves,2016,36466,53.7,
Silves,2017,36545,53.8,76.9
Silves,2018,36702,54.1,
Silves,2019,37046,54.8,79.4
Silves,2020,37609,55.8,
Silves,2021,38086,56.2,83.8
Silves,2022,38597,57.3,
Silves,2023,39226,58.1,85.1
Silves,2024,39903,59.3,
Sines,2016,14243,69.9,
Sines,2017,14197,69.7,128.7
Sines,2018,14176,69.7,
Sines,2019,14190,69.9,127.6
Sines,2020,14245,70.3,
Sines,2021,14376,71.2,120.3
Sines,2022,14557,72.0,
Sines,2023,14708,72.7,124.2
Sines,2024,14784,72.8,
Sintra,2016,378589,1186.7,
Sintra,2017,379484,1190.8,94.1
Sintra,2018,380697,1194.3,
Sintra,2019,382758,1203.7,93.6
Sintra,2020,385702,1212.8,
Sintra,2021,387196,1213.0,97.9
Sintra,2022,388951,1223.8,
Sintra,2023,393097,1239.0,98.9
Sintra,2024,398238,1256.0,
Sobral de Monte Agraço,2016,10255,196.7,
Sobral de Monte Agraço,2017,10261,197.2,103.4
Sobral de Monte Agraço,2018,10293,197.9,
Sobral de Monte Agraço,2019,10353,199.5,97.0
Sobral de Monte Agraço,2020,10520,204.3,
Sobral de Monte Agraço,2021,10886,213.5,85.8
Sobral de Monte Agraço,2022,11297,220.1,
Sobral de Monte Agraço,2023,11674,228.0,82.4
Sobral de Monte Agraço,2024,12047,234.4,
Soure,2016,17999,67.5,
Soure,2017,17774,66.6,70.7
Soure,2018,17554,65.9,
Soure,2019,17391,65.3,71.9
Soure,2020,17316,65.3,
Soure,2021,17296,65.2,74.6
Soure,2022,17214,64.7,
Soure,2023,17193,65.0,76.0
Soure,2024,17270,65.3,
Sousel,2016,4622,16.4,
Sousel,2017,4552,16.2,69.0
Sousel,2018,4481,15.9,
Sousel,2019,4415,15.7,70.4
Sousel,2020,4390,15.7,
Sousel,2021,4409,15.8,72.9
Sousel,2022,4409,15.7,
Sousel,2023,4398,15.8,74.6
Sousel,2024,4402,15.8,
Sátão,2016,11532,56.7,
Sátão,2017,11368,55.9,61.9
Sátão,2018,11196,55.0,
Sátão,2019,11063,54.6,62.7
Sátão,2020,11046,54.8,
Sátão,2021,11047,54.6,70.4
Sátão,2022,11032,54.6,
Sátão,2023,11087,55.2,70.1
Sátão,2024,11202,55.8,
São Brás de Alportel,2016,10804,70.5,
São Brás de Alportel,2017,10842,70.8,84.8
São Brás de Alportel,2018,10899,71.3,
São Brás de Alportel,2019,11019,72.4,87.8
São Brás de Alportel,2020,11203,73.7,
São Brás de Alportel,2021,11329,74.0,90.2
São Brás de Alportel,2022,11427,75.0,
São Brás de Alportel,2023,11551,75.7,86.9
